LOCATION: Hinsdale
Rent: $4300

March 13, 2021, Enris, Taiyo, Sabiha, Cole, $481.5, 76, 43, 74
November 21, 2021, Svelko, Anna, Charlie, Jake, Hillary, Layla, Lauren, Chrissa, Jenna, Charmaine, $2605.5, 405, 321, 331
November 22, 2021, Svelko, Anna, Charlie, Jake, Layla, Lauren, Jenna, Alex, George, Charmaine, $2602.0, 405, 322, 329
November 23, 2021, Svelko, Anna, Jake, Lauren, Alex, George, Hillary, Valerie, Charlie, Charmaine, $2618.5, 406, 323, 333
November 24, 2021, Svelko, Jake, Alex, George, Valerie, Charlie, Jenna, Chrissa, Anna, Charmaine, $2609.5, 406, 323, 330
November 25, 2021, Svelko, Jake, George, Valerie, Charlie, Jenna, Chrissa, Anna, Edward, Charmaine, $2641.0, 407, 324, 339
November 27, 2021, Svelko, Jake, George, Charlie, Jenna, Chrissa, Edward, Alton, Satchel, Charmaine, $2658.0, 408, 324, 344
November 28, 2021, Svelko, Jake, George, Charlie, Jenna, Chrissa, Alton, Satchel, Paul, Charmaine, $2650.5, 407, 325, 348
November 29, 2021, Jake, George, Charlie, Jenna, Chrissa, Alton, Satchel, Paul, Edward, Charmaine, $2664.0, 407, 326, 345
November 30, 2021, Jake, Charlie, Jenna, Chrissa, Alton, Paul, Valerie, Lauren, George, Charmaine, $2684.5, 410, 327, 349
December 01, 2021, Jake, Charlie, Jenna, Chrissa, Paul, Valerie, George, Austin, Alex, Charmaine, $2700.5, 412, 327, 353
December 02, 2021, Jake, Charlie, Jenna, Chrissa, Paul, Valerie, George, Alex, Svelko, Charmaine, $2677.0, 412, 328, 351
December 04, 2021, Jake, Jenna, Chrissa, Paul, George, Alex, Svelko, Layla, Charlie, Charmaine, $2696.5, 412, 329, 350
December 05, 2021, Jake, Chrissa, George, Alex, Svelko, Layla, Charlie, Satchel, Anna, Charmaine, $2694.0, 411, 330, 349
December 06, 2021, Jake, Chrissa, Alex, Layla, Charlie, Satchel, Anna, Lauren, Paul, Charmaine, $2710.0, 413, 330, 353
December 07, 2021, Chrissa, Alex, Layla, Charlie, Satchel, Lauren, Paul, Jake, James, Charmaine, $2711.0, 412, 330, 354
December 08, 2021, Alex, Charlie, Satchel, Lauren, Jake, James, Anna, Jenna, Svelko, Charmaine, $2692.5, 413, 331, 353
December 09, 2021, Alex, Charlie, Lauren, Jake, Anna, Jenna, Paul, Hillary, Satchel, Charmaine, $2720.0, 411, 332, 356
December 11, 2021, Charlie, Lauren, Jake, Anna, Jenna, Hillary, James, Austin, Alex, Charmaine, $2733.5, 412, 333, 359
December 12, 2021, Charlie, Jake, Anna, Jenna, Hillary, James, Alex, Satchel, Lauren, Charmaine, $2729.0, 413, 334, 356
December 13, 2021, Charlie, Anna, Jenna, Hillary, James, Alex, Satchel, Lauren, Edward, Charmaine, $2741.0, 413, 334, 360
December 14, 2021, Charlie, Anna, Hillary, Alex, Lauren, Edward, Chrissa, Jenna, James, Charmaine, $2727.5, 414, 335, 354
December 15, 2021, Charlie, Anna, Hillary, Alex, Lauren, Edward, Chrissa, Jenna, James, Charmaine, $2718.5, 414, 335, 351
December 16, 2021, Anna, Hillary, Alex, Lauren, Chrissa, Jenna, James, Valerie, Alton, Ana, $2702.5, 412, 335, 347
December 18, 2021, Anna, Hillary, Lauren, Jenna, James, Valerie, Charlie, Chrissa, Jake, Ana, $2692.0, 413, 336, 342
December 19, 2021, Anna, Lauren, James, Valerie, Charlie, Chrissa, Jake, Alex, George, Ana, $2696.0, 412, 336, 344
December 20, 2021, Anna, James, Valerie, Chrissa, Jake, George, Lauren, Alton, Paul, Charmaine, $2696.0, 412, 336, 344
December 21, 2021, Anna, James, Valerie, Jake, George, Lauren, Alton, Edward, Charlie, Charmaine, $2690.0, 412, 336, 342
December 22, 2021, Anna, Valerie, Jake, Lauren, Alton, Charlie, Hillary, Svelko, Layla, Jacob, $2676.0, 412, 336, 344
December 23, 2021, Anna, Valerie, Jake, Lauren, Charlie, Hillary, Layla, Alton, Austin, Jacob, $2692.0, 413, 336, 342
December 25, 2021, Anna, Jake, Charlie, Layla, Austin, George, Alex, Paul, Hillary, Jacob, $2709.5, 413, 337, 347
December 26, 2021, Anna, Charlie, Austin, George, Alex, Hillary, Jake, James, Paul, Jacob, $2713.0, 415, 338, 346
December 27, 2021, Charlie, George, Alex, Hillary, Jake, James, Paul, Valerie, Satchel, Jacob, $2721.5, 415, 339, 348
December 28, 2021, Charlie, George, Alex, Jake, Paul, Valerie, Satchel, Austin, Edward, Jacob, $2730.5, 415, 339, 351
December 29, 2021, Charlie, George, Jake, Paul, Satchel, Austin, Chrissa, Hillary, Lauren, Jacob, $2741.5, 416, 339, 354
December 30, 2021, Charlie, Jake, Paul, Satchel, Austin, Chrissa, Hillary, Lauren, Layla, Jacob, $2731.5, 414, 339, 352
January 01, 2022, Charlie, Paul, Satchel, Austin, Hillary, Lauren, Layla, Alton, Edward, Ana, $2719.0, 414, 340, 347
January 02, 2022, Charlie, Paul, Satchel, Austin, Hillary, Lauren, Alton, Edward, Svelko, Ana, $2704.0, 414, 340, 342
January 03, 2022, Charlie, Satchel, Austin, Lauren, Edward, Jenna, Anna, George, Alex, Charmaine, $2685.5, 414, 341, 335
January 04, 2022, Charlie, Satchel, Austin, Lauren, Edward, Jenna, Anna, Alex, Alton, Charmaine, $2674.5, 416, 341, 330
January 05, 2022, Satchel, Austin, Edward, Jenna, Anna, Alex, James, Alton, Paul, Charmaine, $2676.5, 417, 341, 330
January 06, 2022, Austin, Jenna, Anna, Alex, James, Paul, Charlie, Hillary, Alton, Charmaine, $2674.5, 419, 341, 328
January 08, 2022, Austin, Jenna, Anna, Alex, James, Paul, Charlie, Hillary, Alton, Janelle, $2703.0, 420, 342, 336
January 09, 2022, Austin, Anna, Alex, Paul, Charlie, Hillary, Layla, Lauren, James, Janelle, $2723.5, 420, 343, 342
January 10, 2022, Austin, Anna, Alex, Charlie, Layla, James, Valerie, Jenna, Chrissa, Janelle, $2723.5, 420, 343, 342
January 11, 2022, Anna, Alex, Charlie, James, Jenna, Chrissa, Paul, Jake, Hillary, Janelle, $2732.0, 423, 344, 342
January 12, 2022, Anna, Charlie, James, Jenna, Chrissa, Jake, George, Alton, Alex, Ana, $2756.5, 422, 345, 350
January 13, 2022, Anna, Charlie, James, Jenna, Chrissa, Jake, George, Alex, Lauren, Charmaine, $2761.5, 423, 345, 351
January 15, 2022, Anna, Charlie, Jenna, Chrissa, Jake, George, Alex, Paul, Austin, Charmaine, $2769.0, 424, 346, 352
January 16, 2022, Anna, Charlie, Chrissa, Jake, George, Alex, Paul, Austin, Svelko, Charmaine, $2750.5, 425, 347, 351
January 17, 2022, Charlie, Chrissa, Jake, George, Alex, Austin, Svelko, Lauren, Valerie, Charmaine, $2776.0, 425, 348, 352
January 18, 2022, Charlie, Jake, Alex, Svelko, Valerie, James, Paul, Chrissa, Alton, Ana, $2758.0, 425, 348, 346
January 19, 2022, Charlie, Jake, Alex, Valerie, Paul, Alton, Edward, James, Layla, Ana, $2758.5, 424, 349, 346
January 20, 2022, Jake, Alex, Valerie, Alton, Edward, James, Layla, Charlie, Lauren, Ana, $2759.5, 423, 349, 347
January 22, 2022, Jake, Alex, Valerie, Alton, Edward, Layla, Lauren, Paul, Austin, Ana, $2763.5, 425, 349, 347
January 23, 2022, Jake, Alex, Alton, Edward, Layla, Lauren, Paul, Austin, Jenna, Ana, $2748.5, 425, 349, 342
January 24, 2022, Alex, Alton, Edward, Layla, Lauren, Austin, Jenna, Anna, Paul, Ana, $2753.5, 426, 349, 343
January 25, 2022, Alex, Alton, Edward, Lauren, Austin, Anna, Svelko, Hillary, Paul, Ana, $2778.5, 427, 351, 349
January 26, 2022, Alex, Alton, Edward, Lauren, Anna, Hillary, Jake, Layla, Charlie, Ana, $2787.0, 427, 352, 351
January 27, 2022, Alex, Edward, Lauren, Anna, Hillary, Jake, Charlie, Svelko, Layla, Ana, $2772.0, 428, 352, 352
January 29, 2022, Edward, Lauren, Hillary, Charlie, Svelko, Layla, Alex, James, Paul, Ana, $2794.5, 428, 353, 352
January 30, 2022, Edward, Lauren, Charlie, Svelko, Alex, James, Paul, Jenna, Alton, Ana, $2777.0, 428, 354, 352
January 31, 2022, Edward, Charlie, Svelko, Alex, James, Paul, Jenna, Alton, Chrissa, Charmaine, $2774.0, 431, 354, 349
February 01, 2022, Edward, Charlie, Svelko, Alex, Paul, Alton, Chrissa, Anna, James, Charmaine, $2797.0, 431, 354, 350
February 02, 2022, Charlie, Alex, Paul, Alton, Anna, James, Lauren, Valerie, Austin, Charmaine, $2822.5, 432, 355, 357
February 03, 2022, Alex, Paul, Alton, Anna, James, Lauren, Valerie, Hillary, Jake, Charmaine, $2836.5, 433, 355, 361
February 05, 2022, Alex, Paul, Anna, James, Lauren, Valerie, Hillary, Jake, Chrissa, Charmaine, $2824.5, 433, 355, 357
February 06, 2022, Alex, Paul, Anna, Lauren, Valerie, Hillary, Jake, Chrissa, Charlie, Janelle, $2833.0, 433, 356, 359
February 07, 2022, Alex, Paul, Anna, Lauren, Valerie, Hillary, Jake, Charlie, Svelko, Janelle, $2820.5, 435, 355, 361
February 08, 2022, Paul, Anna, Valerie, Hillary, Charlie, Satchel, Edward, Jenna, George, Charmaine, $2838.0, 437, 356, 358
February 09, 2022, Paul, Anna, Valerie, Charlie, Satchel, Edward, George, Alton, Alex, Charmaine, $2837.0, 438, 356, 357
February 10, 2022, Paul, Anna, Charlie, Satchel, Edward, George, Alex, Jake, Austin, Charmaine, $2857.0, 439, 356, 363
February 12, 2022, Paul, Anna, Charlie, Satchel, George, Alex, Austin, Alton, Svelko, Charmaine, $2852.5, 440, 357, 360
February 13, 2022, Paul, Anna, Charlie, Satchel, George, Alex, Alton, Svelko, Layla, Charmaine, $2851.5, 441, 357, 359
February 14, 2022, Anna, Charlie, Satchel, Alex, Alton, Svelko, Layla, Austin, Paul, Jacob, $2852.5, 440, 357, 360
February 15, 2022, Charlie, Satchel, Alex, Alton, Svelko, Layla, Paul, Chrissa, Edward, Jacob, $2845.5, 441, 357, 357
February 16, 2022, Satchel, Alex, Alton, Layla, Paul, Chrissa, Jake, James, Lauren, Jacob, $2862.0, 442, 358, 361
February 17, 2022, Alex, Alton, Layla, Chrissa, James, Lauren, Austin, Jenna, Paul, Jacob, $2856.0, 442, 358, 359
February 19, 2022, Alton, Layla, Chrissa, James, Lauren, Austin, Jenna, Paul, Charlie, Charmaine, $2851.5, 441, 357, 359
February 20, 2022, Layla, Chrissa, Lauren, Austin, Jenna, Paul, Charlie, George, Alton, Charmaine, $2854.5, 441, 357, 360
February 21, 2022, Layla, Chrissa, Austin, Paul, Charlie, George, Alton, Jake, Valerie, Charmaine, $2856.0, 439, 358, 361
February 22, 2022, Chrissa, Austin, Paul, Charlie, George, Alton, Jake, Anna, Edward, Charmaine, $2867.0, 437, 358, 366
February 23, 2022, Chrissa, Austin, Charlie, George, Jake, Anna, Edward, James, Alton, Jacob, $2868.5, 438, 359, 365
February 24, 2022, Chrissa, Charlie, George, Jake, Edward, James, Alton, Layla, Lauren, Jacob, $2869.5, 440, 359, 364
February 26, 2022, Chrissa, Charlie, George, Jake, James, Alton, Layla, Lauren, Austin, Charmaine, $2877.0, 441, 360, 365
February 27, 2022, Chrissa, Charlie, George, Jake, James, Alton, Lauren, Austin, Svelko, Charmaine, $2907.5, 443, 361, 373
February 28, 2022, Chrissa, Charlie, Jake, James, Alton, Lauren, Svelko, Jenna, Hillary, Janelle, $2922.0, 443, 362, 377
March 01, 2022, Chrissa, Charlie, Jake, James, Alton, Lauren, Svelko, Hillary, Layla, Janelle, $2924.0, 444, 362, 377
March 02, 2022, Chrissa, Charlie, Jake, Alton, Lauren, Hillary, Layla, Jenna, Svelko, Janelle, $2926.0, 445, 362, 377
March 03, 2022, Chrissa, Charlie, Jake, Alton, Lauren, Layla, Svelko, George, Edward, Jacob, $2921.5, 446, 363, 374
March 05, 2022, Charlie, Alton, Lauren, Layla, George, Edward, Chrissa, Paul, Valerie, Ana, $2929.0, 447, 364, 375
March 06, 2022, Charlie, Lauren, Layla, George, Chrissa, Paul, Valerie, Alton, Austin, Ana, $2919.5, 447, 365, 371
March 07, 2022, Charlie, Lauren, Layla, George, Paul, Alton, Austin, Svelko, Anna, Ana, $2888.5, 446, 365, 368
March 08, 2022, Charlie, Lauren, George, Alton, Austin, Svelko, Anna, Alex, Chrissa, Janelle, $2917.0, 446, 366, 370
March 09, 2022, Lauren, George, Alton, Austin, Svelko, Alex, Chrissa, Valerie, Paul, Janelle, $2907.0, 444, 366, 368
March 10, 2022, Lauren, George, Alton, Svelko, Chrissa, Valerie, Paul, Jenna, Layla, Janelle, $2923.5, 445, 367, 372

LOCATION: Downers Grove
Rent: $4200

March 13, 2021, Jett, Aryan, Grace, Prashant, Thomas, Shiven, Max, $891.0, 149, 110, 106
March 14, 2021, Jett, Grace, Thomas, Shiven, Camil, Arnav, Max, $896.5, 148, 113, 106
March 15, 2021, Grace, Thomas, Camil, Arnav, Arun, Shiven, Max, $885.0, 147, 108, 107
March 16, 2021, Grace, Thomas, Arnav, Shiven, Jett, Arun, Andres, $882.5, 147, 107, 107
March 17, 2021, Grace, Thomas, Arnav, Shiven, Jett, Camil, Kimberly, $877.5, 147, 105, 107
March 18, 2021, Grace, Arnav, Jett, Mallory, Neeraj, Elena, Kimberly, $883.5, 146, 107, 108
March 20, 2021, Grace, Jett, Mallory, Elena, Arun, Camil, Kimberly, $877.5, 146, 107, 106
March 21, 2021, Jett, Mallory, Arun, Camil, Shiven, Arnav, Kimberly, $874.5, 146, 107, 105
March 22, 2021, Mallory, Arun, Shiven, Arnav, Jett, Mark, Kimberly, $869.5, 146, 105, 105
March 23, 2021, Arun, Shiven, Arnav, Mark, Aryan, Thomas, Kimberly, $875.5, 145, 107, 106
March 24, 2021, Arun, Arnav, Mark, Thomas, Anushka, Aryan, Kimberly, $880.5, 145, 109, 106
March 25, 2021, Arnav, Mark, Thomas, Anushka, Aryan, Jett, Kimberly, $880.0, 145, 110, 105
March 27, 2021, Mark, Thomas, Aryan, Prashant, Camil, Elena, Kimberly, $870.0, 145, 106, 105
March 28, 2021, Mark, Thomas, Prashant, Camil, Elena, Neeraj, Kimberly, $875.5, 145, 107, 106
March 29, 2021, Mark, Prashant, Camil, Neeraj, Thomas, Arnav, Kimberly, $874.5, 144, 105, 108
March 30, 2021, Mark, Prashant, Camil, Thomas, Arnav, Arun, Kimberly, $880.0, 144, 106, 109
March 31, 2021, Prashant, Camil, Thomas, Arun, Arnav, Grace, Kimberly, $881.0, 144, 104, 111
April 01, 2021, Prashant, Camil, Thomas, Arun, Arnav, Mallory, Kimberly, $883.5, 145, 103, 112
April 03, 2021, Prashant, Thomas, Arun, Arnav, Mallory, Grace, Kimberly, $890.0, 146, 106, 111
April 04, 2021, Prashant, Arun, Mallory, Grace, Thomas, Aryan, Kimberly, $885.0, 146, 104, 111
April 05, 2021, Prashant, Arun, Grace, Thomas, Aryan, Anushka, Kimberly, $890.5, 146, 105, 112
April 06, 2021, Prashant, Arun, Grace, Aryan, Anushka, Camil, Kimberly, $893.0, 146, 106, 112
April 07, 2021, Prashant, Grace, Aryan, Anushka, Camil, Jett, Kimberly, $905.5, 147, 109, 113
April 08, 2021, Grace, Aryan, Anushka, Camil, Jett, Thomas, Kimberly, $900.5, 147, 107, 113
April 10, 2021, Aryan, Anushka, Camil, Jett, Thomas, Prashant, Kimberly, $898.0, 147, 106, 113
April 11, 2021, Anushka, Camil, Jett, Thomas, Mallory, Neeraj, Kimberly, $898.0, 146, 108, 112
April 12, 2021, Anushka, Camil, Jett, Mallory, Grace, Thomas, Kimberly, $898.0, 145, 110, 111
April 13, 2021, Anushka, Camil, Mallory, Thomas, Shiven, Mark, Kimberly, $901.5, 144, 111, 112
April 14, 2021, Anushka, Camil, Thomas, Shiven, Mark, Grace, Kimberly, $907.0, 143, 114, 112
April 15, 2021, Camil, Shiven, Grace, Elena, Prashant, Arnav, Kimberly, $892.0, 142, 110, 111
April 17, 2021, Shiven, Grace, Elena, Prashant, Arnav, Neeraj, Kimberly, $898.0, 142, 110, 113
April 18, 2021, Grace, Elena, Prashant, Arnav, Neeraj, Aryan, Max, $904.0, 142, 110, 115
April 19, 2021, Grace, Elena, Prashant, Arnav, Aryan, Shiven, Andres, $891.5, 141, 107, 114
April 20, 2021, Grace, Prashant, Arnav, Shiven, Aryan, Anushka, Andres, $896.5, 141, 109, 114
April 21, 2021, Prashant, Shiven, Aryan, Anushka, Jett, Neeraj, Andres, $894.5, 140, 109, 114
April 22, 2021, Shiven, Aryan, Anushka, Jett, Neeraj, Thomas, Andres, $899.5, 140, 111, 114
April 24, 2021, Shiven, Anushka, Jett, Thomas, Camil, Mallory, Andres, $894.5, 140, 109, 114
April 25, 2021, Shiven, Anushka, Jett, Thomas, Camil, Arnav, Andres, $895.5, 139, 109, 115
April 26, 2021, Shiven, Jett, Camil, Arnav, Grace, Aryan, Max, $895.0, 139, 110, 114
April 27, 2021, Shiven, Jett, Camil, Arnav, Grace, Aryan, Max, $903.0, 139, 112, 115
April 28, 2021, Shiven, Jett, Camil, Grace, Aryan, Elena, Max, $911.0, 139, 114, 116
April 29, 2021, Shiven, Jett, Grace, Aryan, Elena, Arnav, Max, $919.0, 139, 116, 117
May 01, 2021, Shiven, Grace, Aryan, Elena, Arnav, Jett, Max, $922.5, 139, 115, 119
May 02, 2021, Shiven, Grace, Aryan, Elena, Jett, Camil, Max, $910.5, 138, 111, 119
May 03, 2021, Shiven, Aryan, Jett, Grace, Arnav, Arun, Max, $916.0, 138, 112, 120
May 04, 2021, Shiven, Jett, Grace, Arnav, Arun, Camil, Kimberly, $908.5, 138, 109, 120
May 05, 2021, Shiven, Jett, Grace, Arnav, Arun, Camil, Kimberly, $916.5, 138, 111, 121
May 06, 2021, Shiven, Jett, Arnav, Arun, Camil, Grace, Kimberly, $915.0, 138, 108, 123
May 08, 2021, Shiven, Arnav, Arun, Camil, Anushka, Thomas, Kimberly, $920.0, 138, 110, 123
May 09, 2021, Arnav, Arun, Camil, Anushka, Thomas, Mark, Kimberly, $917.5, 138, 109, 123
May 10, 2021, Arun, Anushka, Thomas, Mallory, Aryan, Prashant, Kimberly, $930.0, 139, 112, 124
May 11, 2021, Arun, Thomas, Aryan, Prashant, Mark, Camil, Max, $930.0, 139, 112, 124
May 12, 2021, Thomas, Aryan, Prashant, Mark, Camil, Anushka, Andres, $925.5, 139, 109, 125
May 13, 2021, Thomas, Aryan, Prashant, Mark, Camil, Anushka, Andres, $931.0, 139, 110, 126
May 15, 2021, Thomas, Aryan, Prashant, Camil, Neeraj, Arnav, Andres, $942.0, 139, 112, 128
May 16, 2021, Thomas, Aryan, Camil, Neeraj, Arnav, Jett, Andres, $942.0, 139, 112, 128
May 17, 2021, Thomas, Aryan, Neeraj, Arnav, Mallory, Grace, Andres, $947.0, 139, 114, 128
May 18, 2021, Aryan, Neeraj, Mallory, Grace, Prashant, Shiven, Andres, $949.5, 139, 115, 128
May 19, 2021, Neeraj, Mallory, Grace, Prashant, Shiven, Mark, Andres, $947.5, 138, 115, 128
May 20, 2021, Neeraj, Mallory, Grace, Prashant, Mark, Arun, Andres, $953.0, 138, 116, 129
May 22, 2021, Mallory, Grace, Prashant, Mark, Jett, Neeraj, Andres, $955.5, 138, 117, 129
May 23, 2021, Mallory, Grace, Prashant, Mark, Jett, Arun, Kimberly, $953.5, 138, 115, 130
May 24, 2021, Mallory, Grace, Mark, Arun, Aryan, Thomas, Kimberly, $948.5, 137, 115, 129
May 25, 2021, Grace, Arun, Thomas, Arnav, Mallory, Camil, Kimberly, $949.5, 137, 113, 131
May 26, 2021, Grace, Thomas, Arnav, Mallory, Camil, Jett, Kimberly, $957.5, 137, 115, 132
May 27, 2021, Thomas, Arnav, Mallory, Jett, Mark, Grace, Kimberly, $968.0, 137, 118, 133
May 29, 2021, Arnav, Mallory, Jett, Mark, Grace, Shiven, Max, $975.5, 138, 119, 134
May 30, 2021, Arnav, Jett, Mark, Shiven, Aryan, Thomas, Max, $982.5, 139, 121, 134
May 31, 2021, Jett, Mark, Aryan, Thomas, Mallory, Arnav, Max, $985.5, 139, 121, 135
June 01, 2021, Jett, Mark, Aryan, Thomas, Mallory, Arnav, Andres, $995.5, 139, 125, 135
June 02, 2021, Jett, Mark, Thomas, Arnav, Grace, Prashant, Max, $1003.0, 139, 128, 135
June 03, 2021, Jett, Thomas, Grace, Prashant, Arun, Neeraj, Max, $1000.5, 139, 127, 135
June 05, 2021, Jett, Thomas, Grace, Prashant, Arun, Arnav, Kimberly, $997.5, 139, 127, 134
June 06, 2021, Thomas, Grace, Prashant, Arnav, Neeraj, Aryan, Andres, $998.0, 139, 126, 135
June 07, 2021, Grace, Prashant, Arnav, Aryan, Anushka, Camil, Andres, $1001.0, 138, 128, 135
June 08, 2021, Grace, Prashant, Arnav, Anushka, Camil, Mallory, Andres, $1008.5, 138, 131, 135
June 09, 2021, Grace, Prashant, Anushka, Camil, Arun, Aryan, Andres, $1008.0, 138, 132, 134
June 10, 2021, Grace, Prashant, Anushka, Arun, Elena, Aryan, Andres, $1004.5, 138, 133, 132
June 12, 2021, Grace, Anushka, Arun, Elena, Aryan, Arnav, Andres, $995.5, 139, 131, 130
June 13, 2021, Grace, Anushka, Arun, Elena, Aryan, Arnav, Kimberly, $998.5, 139, 131, 131
June 14, 2021, Anushka, Elena, Aryan, Arnav, Mallory, Mark, Kimberly, $1003.5, 139, 133, 131
June 15, 2021, Anushka, Elena, Aryan, Arnav, Mallory, Mark, Max, $995.5, 139, 131, 130
June 16, 2021, Anushka, Elena, Aryan, Arnav, Mallory, Mark, Max, $991.0, 139, 128, 131
June 17, 2021, Anushka, Elena, Arnav, Mallory, Mark, Arun, Max, $993.5, 139, 129, 131
June 19, 2021, Elena, Arnav, Mark, Arun, Anushka, Prashant, Max, $986.0, 139, 126, 131
June 20, 2021, Arnav, Arun, Anushka, Prashant, Shiven, Mark, Andres, $989.0, 139, 126, 132
June 21, 2021, Arnav, Arun, Anushka, Prashant, Shiven, Thomas, Andres, $996.5, 139, 129, 132
June 22, 2021, Arun, Anushka, Prashant, Shiven, Grace, Aryan, Andres, $991.5, 139, 127, 132
June 23, 2021, Arun, Anushka, Prashant, Shiven, Grace, Aryan, Andres, $988.0, 139, 128, 130
June 24, 2021, Arun, Anushka, Shiven, Aryan, Prashant, Mark, Andres, $993.0, 139, 130, 130
June 26, 2021, Anushka, Aryan, Prashant, Mark, Camil, Thomas, Andres, $987.5, 139, 129, 129
June 27, 2021, Aryan, Prashant, Mark, Camil, Thomas, Mallory, Andres, $982.0, 139, 128, 128
June 28, 2021, Aryan, Mark, Camil, Thomas, Mallory, Elena, Andres, $989.5, 139, 131, 128
June 29, 2021, Aryan, Mark, Camil, Thomas, Elena, Grace, Andres, $992.5, 139, 131, 129
June 30, 2021, Aryan, Mark, Camil, Thomas, Elena, Grace, Andres, $997.5, 139, 133, 129
July 01, 2021, Mark, Camil, Thomas, Grace, Mallory, Prashant, Andres, $1000.0, 139, 134, 129
July 03, 2021, Mark, Camil, Thomas, Grace, Prashant, Anushka, Andres, $1003.0, 139, 134, 130
July 04, 2021, Camil, Thomas, Prashant, Anushka, Elena, Jett, Andres, $1006.0, 139, 134, 131
July 05, 2021, Camil, Prashant, Anushka, Elena, Jett, Aryan, Andres, $1008.0, 139, 136, 130
July 06, 2021, Camil, Prashant, Elena, Aryan, Grace, Shiven, Andres, $1003.0, 139, 134, 130
July 07, 2021, Camil, Prashant, Elena, Aryan, Shiven, Arun, Andres, $999.5, 139, 135, 128
July 08, 2021, Camil, Elena, Aryan, Shiven, Thomas, Mark, Andres, $1000.5, 138, 135, 129
July 10, 2021, Camil, Aryan, Shiven, Thomas, Mark, Arun, Andres, $1005.0, 138, 138, 128
July 11, 2021, Aryan, Shiven, Mark, Arun, Camil, Prashant, Andres, $1002.5, 138, 137, 128
July 12, 2021, Aryan, Shiven, Mark, Camil, Prashant, Thomas, Max, $1011.0, 138, 138, 130
July 13, 2021, Aryan, Mark, Prashant, Anushka, Elena, Thomas, Max, $1010.5, 138, 139, 129
July 14, 2021, Aryan, Mark, Prashant, Anushka, Elena, Thomas, Andres, $1010.5, 138, 139, 129
July 15, 2021, Mark, Anushka, Elena, Thomas, Aryan, Grace, Kimberly, $1018.0, 139, 140, 130
July 17, 2021, Mark, Anushka, Elena, Thomas, Aryan, Grace, Kimberly, $1020.0, 139, 142, 129
July 18, 2021, Anushka, Elena, Thomas, Aryan, Grace, Shiven, Kimberly, $1025.5, 139, 143, 130
July 19, 2021, Elena, Thomas, Grace, Shiven, Jett, Anushka, Kimberly, $1028.0, 139, 144, 130
July 20, 2021, Thomas, Shiven, Jett, Arun, Aryan, Anushka, Kimberly, $1031.5, 138, 145, 131
July 21, 2021, Shiven, Arun, Aryan, Anushka, Thomas, Elena, Kimberly, $1040.0, 138, 146, 133
July 22, 2021, Shiven, Aryan, Anushka, Thomas, Elena, Arun, Max, $1042.5, 139, 145, 134
July 24, 2021, Aryan, Thomas, Elena, Arun, Mark, Shiven, Max, $1050.5, 139, 147, 135
July 25, 2021, Aryan, Thomas, Arun, Shiven, Mallory, Elena, Max, $1046.0, 137, 148, 134
July 26, 2021, Aryan, Thomas, Arun, Shiven, Elena, Prashant, Max, $1056.0, 138, 150, 135
July 27, 2021, Thomas, Arun, Shiven, Elena, Prashant, Mallory, Max, $1051.5, 138, 147, 136
July 28, 2021, Thomas, Shiven, Elena, Mallory, Grace, Anushka, Max, $1054.5, 138, 147, 137
July 29, 2021, Thomas, Shiven, Elena, Mallory, Grace, Anushka, Max, $1052.0, 137, 148, 136
July 31, 2021, Shiven, Elena, Mallory, Grace, Anushka, Camil, Max, $1060.0, 137, 150, 137
August 01, 2021, Shiven, Elena, Mallory, Anushka, Camil, Mark, Max, $1064.0, 138, 152, 136
August 02, 2021, Elena, Anushka, Camil, Jett, Arnav, Prashant, Max, $1061.0, 138, 152, 135
August 03, 2021, Elena, Anushka, Jett, Prashant, Shiven, Arnav, Max, $1056.0, 138, 150, 135
August 04, 2021, Anushka, Jett, Shiven, Arun, Mallory, Camil, Kimberly, $1066.5, 138, 153, 136
August 05, 2021, Jett, Shiven, Arun, Camil, Elena, Arnav, Kimberly, $1072.0, 138, 154, 137
August 07, 2021, Jett, Shiven, Camil, Elena, Arnav, Thomas, Kimberly, $1088.0, 138, 158, 139
August 08, 2021, Jett, Shiven, Camil, Elena, Arnav, Arun, Kimberly, $1088.0, 138, 158, 139
August 09, 2021, Jett, Camil, Elena, Arnav, Arun, Aryan, Kimberly, $1086.0, 137, 158, 139
August 10, 2021, Jett, Camil, Elena, Arnav, Arun, Anushka, Andres, $1086.0, 138, 156, 140
August 11, 2021, Camil, Arnav, Anushka, Jett, Prashant, Neeraj, Andres, $1081.0, 137, 156, 139
August 12, 2021, Camil, Arnav, Anushka, Jett, Neeraj, Shiven, Kimberly, $1088.5, 137, 159, 139
August 14, 2021, Camil, Arnav, Anushka, Jett, Neeraj, Shiven, Andres, $1091.0, 137, 160, 139
August 15, 2021, Camil, Anushka, Neeraj, Shiven, Mark, Jett, Max, $1092.0, 136, 160, 140
August 16, 2021, Camil, Anushka, Neeraj, Shiven, Mark, Jett, Max, $1092.0, 136, 160, 140
August 17, 2021, Anushka, Shiven, Mark, Thomas, Camil, Prashant, Max, $1089.5, 135, 161, 139
August 18, 2021, Shiven, Thomas, Prashant, Aryan, Camil, Grace, Max, $1097.5, 135, 163, 140
August 19, 2021, Shiven, Thomas, Prashant, Camil, Grace, Mallory, Max, $1089.5, 135, 161, 139
